서부산휴게소,순두부된장찌개,8500,한식,설명
서부산휴게소,꼬막비빔밥,11000,한식,설명
서부산휴게소,등심왕돈가스,10500,돈가스,설명
서부산휴게소,제육덮밥,9000,한식,설명
서부산휴게소,순두부김치찌개,9500,한식,설명
서부산휴게소,모짜렐라치즈돈가스,10500,돈가스,설명
서부산휴게소,돈가스카레덮밥,11000,돈가스,설명
서부산휴게소,라면&참치마요주먹밥,8500,분식,설명
서부산휴게소,야채김밥,5500,분식,설명
서부산휴게소,가쓰오유부우동,6000,라면/우동,설명
서부산휴게소,부산범표모둠꼬치어묵우동,6500,라면/우동,설명
서부산휴게소,직화유니짜장,7000,중식,설명
서부산휴게소,바파오진한라면,5000,라면/우동,설명
서부산휴게소,냉모밀정식,9500,일식,설명
서부산휴게소,새우튀김우동,7500,라면/우동,설명
서부산휴게소,얼큰해장라면,7000,라면/우동,설명
장유휴게소,통영해물순두부찌개,8500,한식,설명
장유휴게소,코바코등심돈가스,9500,돈가스,설명
진영휴게소,오색나물비빔밥세트,10500,한식,설명
진영휴게소,삼겹구이반상,12900,한식,설명
진영휴게소,갈비탕반상,13800,한식,설명
진영휴게소,자장면,6900,중식,설명
진영휴게소,짬뽕,8900,중식,설명
진영휴게소,해물철판볶음면,9900,한식,설명
진영휴게소,불고기철판볶음밥,8900,한식,설명
진영휴게소,돈코츠라멘,8900,일식,설명
진영휴게소,탄탄멘,8900,일식,설명
진영휴게소,수제비,7000,한식,설명
진영휴게소,칼국수,7000,한식,설명
진영휴게소,고탑덮밥,9000,한식,설명
진영휴게소,육개탕면정식,7900,한식,설명
진영휴게소,꼬지어묵우동,6500,라면/우동,설명
진영휴게소,새우튀김우동,6500,라면/우동,설명
진영휴게소,유부우동,5000,라면/우동,설명
진영휴게소,짜파게티,5000,라면/우동,설명
진영휴게소,떡라면,5000,라면/우동,설명
진영휴게소,라면,4500,라면/우동,설명
진영휴게소,돈가스,9500,돈가스,설명
진영휴게소,치즈돈가스,11000,돈가스,설명
진영휴게소,백치김치찌개,9000,한식,설명
진영휴게소,진영소국밥,8500,한식,설명
진영휴게소,해물순두부찌개,9000,한식,설명
함안휴게소,차돌된장찌개백반,9800,한식,설명
함안휴게소,돼지짜글이백반,9800,한식,설명
함안휴게소,얼큰순두부찌개백반,9800,한식,설명
함안휴게소,옛날돼지고기김치찌개,7900,한식,설명
함안휴게소,소고기장터국밥,8500,한식,설명
함안휴게소,함안식불고기비빔밥,8500,한식,설명
함안휴게소,실속바지락미역국,5500,한식,설명
함안휴게소,사골우거지해장국,8500,한식,설명
함안휴게소,라면&얇은피만두,6500,라면/우동,설명
함안휴게소,삼진어묵꼬지우동,6000,라면/우동,설명
함안휴게소,얼큰김치우동,5500,라면/우동,설명
함안휴게소,삼진어묵꼬지라면,5000,라면/우동,설명
함안휴게소,떡만두라면,5000,라면/우동,설명
함안휴게소,휴라면,3500,라면/우동,설명
함안휴게소,수제등심돈가스,8500,돈가스,설명
함안휴게소,치즈돈가스,9500,돈가스,설명
함안휴게소,산더미돈가스,9000,돈가스,설명
함안휴게소,충무김밥,6000,분식,설명
함안휴게소,함안휴게소정식,10000,한식,설명
문산휴게소,된장찌개비빔밥,9000,한식,설명
문산휴게소,흑돼지제육볶음,9000,한식,설명
문산휴게소,동태탕,8500,한식,설명
문산휴게소,짜장덮밥,5500,중식,설명
문산휴게소,자장면,4500,중식,설명
문산휴게소,가마솥불고기비빔밥,9000,한식,설명
문산휴게소,눈꽃등심돈가스,10500,돈가스,설명
문산휴게소,치즈돈가스,11000,돈가스,설명
문산휴게소,김치철판볶음밥,8000,한식,설명
문산휴게소,새우철판볶음밥,8000,한식,설명
문산휴게소,소고기철판볶음밥,8000,한식,설명
문산휴게소,꼬지어묵우동,6500,라면/우동,설명
문산휴게소,김치냄비우동,6500,라면/우동,설명
문산휴게소,유부우동,5500,라면/우동,설명
문산휴게소,새우야채튀김우동,6500,라면/우동,설명
문산휴게소,떡라면,5000,라면/우동,설명
문산휴게소,육개장,9000,한식,설명
문산휴게소,냉모밀,6500,일식,설명
문산휴게소,시락국,6000,한식,설명
문산휴게소,화덕생선구이,9000,한식,설명
문산휴게소,육전마마비빔밥,9900,한식,설명
문산휴게소,왕돈가스,11000,돈가스,설명
문산휴게소,굴국밥,8500,한식,설명
문산휴게소,나비골시래기추어탕,8500,한식,설명
문산휴게소,해초비빔밥,8500,한식,설명
문산휴게소,라면,4000,라면/우동,설명
문산휴게소,냉모밀튀김세트,8000,일식,설명
문산휴게소,냉모밀미니돈가스세트,9500,돈가스,설명
문산휴게소,돈가스제육정식,9900,돈가스,설명
문산휴게소,얼큰순두부찌개,8500,한식,설명
문산휴게소,뚝베기불고기,9500,한식,설명
문산휴게소,돼지고기김치찌개,8500,한식,설명
문산휴게소,오감덮밥,9000,한식,설명
진주휴게소,진주육전비빔밥,9500,한식,설명
진주휴게소,황기닭곰탕,9900,한식,설명
진주휴게소,진주한우국밥,9000,한식,설명
진주휴게소,수제왕돈가스,11000,돈가스,설명
진주휴게소,등심돈가스,9000,돈가스,설명
진주휴게소,김치제육볶음,8500,한식,설명
진주휴게소,우렁된장찌개,8000,한식,설명
진주휴게소,낙오덮밥,9000,한식,설명
진주휴게소,진주고추장찌개,5500,한식,설명
진주휴게소,꼬치어묵우동,6000,라면/우동,설명
진주휴게소,돈우세트,9000,라면/우동,설명
진주휴게소,떡우세트,7000,라면/우동,설명
진주휴게소,어만두튀김우동,7500,라면/우동,설명
진주휴게소,햄부대라면정식,6500,라면/우동,설명
진주휴게소,자장면,5000,중식,설명
진주휴게소,휴라면,3500,라면/우동,설명
진주휴게소,해물순두부,8000,한식,설명
진주휴게소,떡볶이,3000,분식,설명
진주휴게소,육전섞음냉면,9000,분식,설명
진주휴게소,육전비빔냉면,9000,분식,설명
진주휴게소,육전물냉면,8500,분식,설명
진주휴게소,비빔국수,5500,분식,설명
진주휴게소,잔치국수,5000,분식,설명